% 1. Title: League of Legends 5vs5 Solo queue Database
%
% 2. Sources:
%	(a) Creator: Oihan Irastorza (Botxan)
%	(b) Date: 12 January, 2024
%	(c) Source of data: Riot API (https://developer.riotgames.com/). Used endpoints: 
%           1. Players per queue, league and rank: /lol/league/v4/entries/{queue}/{tier}/{division}.
%               - Useful returned data: tier, rank, wins, losses, summonerId.
%           2. Get Player Universally Unique IDentifiers (PUUID): /lol/summoner/v4/summoners/by-puuid/{encryptedPUUID}.
%               - Useful returned data: puuid.
%           3. Players last match identifiers: /lol/match/v5/matches/by-puuid/{puuid}/ids.
%               - Useful returned data: list of match ids (e.g. ["EUW1_1234567890", "EUW_0987654321"]).
%           4. Game and player stats: /lol/match/v5/matches/{matchId}.
%               - Useful returned data: rest of attributes.
%       (d) Repository with automated scripts for data gathering and dataset examples: https://github.com/Botxan/LoL-dataset-generator
%
%
% 3. Relevant Information:
%    --- This database stores a set of statistics on the performance of players
%        in different 5vs5 solo queue ranked games. Challenger, Grandmaster and
%        Master tiers have been excluded because they are treated from
%        different enpoints and do not follow the same structure of ranks and 
%        divisions as the other leagues.
%
%    --- Predicted attribute: player tier and rank (I = highest, Diamond I, 
%         28 = lowest, Iron IV). 
%
% 4. Number of instances: 42000 (1500 per tier and rank combination)
%
% 5. Number of Attributes: 16 numeric, predictive attributes and the class
%
% 6. Attribute Information:
%    # Player-related attributes
%    1. tier_rank: number representing the player's tier and rank. 1 = Diamond I, 2 = Diamond II, ..., 28 = Iron IV.
%    2. kills: total number of kills made by the player.
%    3. deaths: total number of times the player has died during the game.
%    4. assists: total number of times the player has assisted in a loss in favor of his team.
%    5. killingsprees: number of times the player has achieved a killing streak (3 kills or more before dying).
%    6. champExperience: experience points that the player has with the champion he has played.
%    7. totalDamageDealth: total damage inflicted by the player.
%    8. totalDamageTaken: total damage taken by the player.
%    9. totalMinionsKilled: number of minions killed by the player.
%    10. turretTakedown: number of towers destroyed by the player.
%    11. visionScore: vision score (1 point per minute of ward lifetime provided + 1 point per minute of ward lifetime denied) obtained by the player.
%
%    # Team-related attributes
%    12. dragonTakedowns: number of dragons killed by the team.
%    13. riftHeraldTakedowns: number of rift heralds killed by the team.
%    14. baronTakedowns: number of barons killed by the team.
%    15. towerTakedowns: number of towers destroyed by the team.
%
%    # Game-related attributes
%    16. gameDuration: game duration in seconds.
%
% 8. Missing Attribute Values: None
%
% 9. Class Distribution: 1500 for each of 28 classes.

@relation LoLSoloQ5v5

@attribute tier_rank numeric
@attribute kills numeric
@attribute deaths numeric
@attribute assists numeric
@attribute killingsprees numeric
@attribute champExperience numeric
@attribute totalDamageDealth numeric
@attribute totalDamageTaken numeric
@attribute totalMinionsKilled numeric
@attribute turretTakedown numeric
@attribute visionScore numeric
@attribute dragonTakedowns numeric
@attribute riftHeraldTakedowns numeric
@attribute baronTakedowns numeric
@attribute towerTakedowns numeric
@attribute gameDuration numeric

@data
8,6,9,8,1,16847,190331,43779,248,1,21,2,1,0,3,2011
8,6,0,1,1,15535,147442,18649,231,1,13,2,1,1,10,1513
8,7,4,6,2,14937,140633,23136,217,2,18,3,1,1,9,1559
8,7,10,13,2,16681,163845,51868,177,2,23,3,1,0,7,2245
8,3,2,9,1,10938,106380,13958,167,4,8,2,1,1,11,1570
8,9,7,7,3,14226,130580,18597,211,1,26,3,1,1,3,1989
8,3,6,4,1,10097,90039,19314,155,0,9,0,0,0,1,1723
8,3,1,20,1,11093,113929,13870,172,6,9,2,1,0,7,1397
8,6,6,9,2,17440,191579,25942,226,2,24,4,0,1,4,2138
8,13,5,11,3,14947,147102,24201,149,4,32,4,0,1,10,1900
8,3,10,4,0,8266,74115,19117,123,0,8,0,0,0,2,1433
8,5,16,15,2,15386,153762,35669,174,0,27,2,1,2,5,2446
8,10,2,7,2,10673,83355,12222,143,4,24,4,1,1,10,1504
8,7,9,10,1,13308,122025,23699,175,4,9,2,0,1,8,1782
8,9,10,9,1,10701,88701,19336,133,0,14,0,0,0,0,1491
8,7,7,5,2,11756,121512,24074,163,0,17,2,0,1,2,1752
8,9,11,8,3,11420,129923,28019,180,1,25,3,1,0,4,1696
8,7,8,8,1,9083,87845,18585,135,0,18,2,1,0,1,1551
8,15,5,8,4,16219,219370,25174,213,6,17,2,1,2,8,1931
8,2,5,6,0,11680,103015,19327,180,0,15,0,0,0,1,1744
8,4,8,7,1,10289,99829,20954,136,1,16,0,1,0,2,1641
8,1,2,0,0,5164,46100,5483,112,0,8,0,0,0,0,922
8,3,5,2,1,7629,67068,14823,123,0,16,0,0,0,0,1325
8,7,2,14,3,18098,298573,46443,44,3,52,4,0,2,10,2108
8,5,1,7,2,11790,94353,7858,135,3,26,4,1,1,10,1465
8,4,7,10,1,12435,89762,21625,137,2,62,2,0,0,8,2325
8,12,6,14,2,14459,156281,22465,185,3,60,2,0,0,4,2130
8,10,10,14,3,14472,197889,43836,39,2,16,3,1,0,4,1960
8,18,7,9,5,19404,267383,42421,55,1,22,5,1,2,10,2003
8,7,2,8,2,12333,199788,26682,17,2,16,2,1,1,7,1378
8,11,8,3,4,13340,172087,20675,187,6,27,4,0,0,11,1791
8,3,7,17,0,17747,142626,42912,134,2,66,2,0,0,3,2423
8,4,11,8,1,15640,231621,33200,33,0,19,1,0,0,5,2099
8,2,3,10,0,14333,287926,33198,21,1,36,4,1,1,6,1715
8,7,6,15,1,17987,259052,41866,29,3,27,2,0,2,10,2020
8,6,5,1,1,16464,211413,50531,224,3,23,2,1,0,7,1812
9,12,10,7,3,14097,161995,21763,206,0,35,0,0,0,4,1867
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
9,6,11,6,2,23352,261409,35454,286,0,43,3,1,2,9,2469
9,11,6,7,2,16004,171033,20856,236,2,28,2,1,1,10,1847
9,2,3,1,0,6143,54826,9542,135,0,10,0,1,0,1,1066
9,10,8,12,3,12865,134679,22647,166,4,17,2,0,0,2,1630
9,4,2,3,1,5749,55075,6285,130,2,16,1,1,0,3,933
9,2,4,4,1,9901,106652,15368,175,1,15,1,1,0,3,1601
9,6,8,4,2,10453,108114,19478,166,1,22,2,2,0,3,1768
9,17,3,6,3,15666,196670,16075,217,4,39,4,2,2,7,1863
9,0,6,8,0,8879,10991,8645,19,1,50,0,1,0,1,1634
9,1,7,24,0,12745,18055,11236,18,4,80,2,0,0,5,1821
9,3,8,30,0,16041,20414,13473,16,4,89,2,1,1,9,2083
9,0,7,16,0,12681,16928,9678,16,1,58,2,0,1,3,1764
9,4,5,26,1,13327,19415,6698,17,5,66,1,1,1,11,1686
9,0,7,4,0,7134,12054,8971,19,2,37,0,0,0,3,1304
9,0,12,10,0,8997,10349,14280,12,0,40,0,0,0,1,1555
9,3,2,6,1,5397,8526,3258,17,0,24,1,1,0,3,936
9,1,3,17,0,9234,12519,5132,15,6,55,1,1,1,11,1414
9,3,4,26,1,11843,14883,8457,12,5,60,2,1,0,9,1521
9,2,6,5,0,10722,66295,26696,144,0,13,2,0,0,0,1392
9,15,6,3,4,12080,111450,20536,154,4,12,3,1,1,10,1427
9,15,5,4,3,17849,160294,19086,207,5,18,2,1,1,11,1558
9,15,3,10,2,16076,155902,22577,195,5,25,4,1,1,8,1758
9,14,8,3,3,19145,184006,23379,239,3,16,4,0,1,6,1764
9,2,8,11,0,15896,128782,46034,181,0,17,2,0,0,2,2032
9,9,3,18,2,15606,115459,44054,146,7,21,3,1,1,11,1770
9,17,2,15,2,24278,221050,88223,242,3,23,4,1,0,4,2595
9,6,7,9,2,17810,146423,79551,181,2,19,3,1,0,5,2315
9,9,7,8,2,17386,139682,67328,159,2,12,0,1,1,3,1836
9,5,4,6,1,13770,86686,26975,135,4,13,1,0,1,8,1480
9,4,3,5,1,12257,73637,19419,140,2,7,2,0,0,4,1275
9,7,12,8,2,17040,200208,36245,194,3,22,1,0,2,7,2429
9,7,10,2,1,14972,194704,27493,239,2,22,2,1,0,4,2016
9,7,7,7,2,12006,167019,24491,160,3,20,2,1,0,9,1771
9,13,6,3,4,17418,251362,28715,240,6,23,4,1,2,11,2055
9,13,5,3,2,18350,202788,24621,222,6,20,5,1,1,9,1840
9,2,7,6,0,11191,130947,21004,209,1,21,0,0,0,5,1830
9,12,6,4,3,16848,191591,35864,200,7,34,5,0,1,8,2280
9,4,6,9,2,14603,170927,27977,163,6,18,1,1,2,11,2009
9,10,10,8,2,15244,178304,26179,204,7,14,3,1,1,9,1891
9,6,5,10,1,11964,121061,19827,158,5,16,3,2,1,11,1597
9,3,6,25,0,18020,175663,26908,21,2,39,2,0,1,6,2265
9,4,4,15,1,13102,220742,34574,21,5,10,2,0,1,7,1671
9,1,7,3,0,7385,140042,28990,22,0,15,0,0,0,1,1156
9,9,10,9,3,19352,319401,49516,35,1,20,3,0,0,7,2411
9,4,9,18,1,13956,156932,28864,23,2,34,3,1,0,4,2050
9,8,7,10,2,14744,223463,35133,38,0,35,3,0,0,2,1942
9,6,0,4,1,11646,180701,20427,26,1,19,4,1,0,7,1534
9,1,7,11,0,11863,193447,34941,22,1,16,1,0,0,1,1809
9,5,3,20,2,14801,166819,13932,13,6,28,4,1,1,10,1701
9,5,3,22,1,15098,181568,21567,9,4,18,3,1,1,11,1899
9,3,1,1,1,7111,66562,6506,108,0,4,1,0,0,4,923
9,3,2,1,1,8529,77938,8052,127,2,4,1,1,0,4,944
9,5,10,2,1,14472,167281,25071,203,1,7,0,1,0,3,1834
9,8,5,1,3,19631,264720,28395,304,4,15,2,1,0,5,2023
9,6,6,2,1,15675,160653,20871,196,0,8,1,1,0,2,1699
9,13,10,10,4,25413,323561,37932,309,8,13,3,1,1,9,2469
9,11,8,6,3,28832,368128,33330,360,7,20,5,1,2,10,2387
9,9,4,2,1,17170,180394,20149,206,5,14,2,1,1,11,1596
9,9,5,5,2,19262,234706,32073,257,2,5,0,0,0,3,1782
9,3,10,6,1,25196,325153,42009,331,3,18,6,1,2,11,2574
9,4,7,3,1,11106,110663,30405,162,1,13,1,1,0,5,1853
9,4,3,5,1,13025,124549,16812,192,1,22,3,0,1,7,1599
9,4,4,5,1,12796,137825,17585,198,2,15,3,1,2,11,1806
9,2,9,1,1,10996,98405,20610,168,2,14,0,1,0,3,1593
9,4,5,8,1,15885,123374,35984,190,2,18,4,0,1,5,1811
9,9,6,6,2,19115,183294,33191,208,3,19,4,0,1,9,1947
9,9,2,8,1,13098,117876,31561,181,5,14,3,1,1,10,1375
9,0,0,0,0,460,3112,1145,7,0,0,0,0,0,0,174
9,0,5,0,0,7166,39505,7428,123,0,8,1,0,0,0,922
9,16,0,4,1,15064,139129,13766,206,4,14,2,1,0,10,1433
9,5,4,15,1,20589,160863,36419,219,2,23,4,1,2,9,2255
9,9,2,10,1,14466,149824,31197,182,5,17,4,1,0,10,1587
9,11,8,5,3,19520,190737,47578,221,1,20,3,0,1,4,2141
9,7,7,6,2,13628,110184,32213,166,0,12,0,0,0,1,1611
9,10,6,8,3,18381,166015,22484,211,2,19,3,0,2,6,2372
9,2,2,1,0,11172,105541,13440,195,0,12,1,0,0,1,1380
9,8,9,7,3,14500,115293,27478,155,0,14,3,0,0,2,1833
9,13,7,1,3,19873,181921,32595,232,4,20,1,0,1,7,1955
9,4,5,2,1,11460,99882,12879,174,4,14,3,0,0,8,1434
9,8,8,3,1,17280,172271,22043,222,3,6,0,0,0,5,1602
9,2,10,3,1,13124,133952,21557,187,1,17,1,1,0,4,1756
9,6,8,5,1,14329,154460,21870,192,0,12,4,0,0,2,1713
9,3,10,13,1,15577,166547,22221,210,1,17,3,0,0,4,2023
9,6,6,16,1,19879,172909,14786,232,4,27,4,1,2,10,2035
9,3,4,2,0,11926,98847,15047,165,1,18,0,1,0,2,1595
9,2,5,14,0,11036,45235,18911,25,4,71,2,0,1,10,1904
9,4,9,2,1,11163,111492,18041,164,0,12,1,0,0,0,1469
9,6,5,8,2,11213,37497,13818,18,0,70,4,1,1,11,1776
9,5,3,6,1,18092,220864,18578,273,1,31,0,0,0,2,2040
9,5,3,13,2,17824,155153,16040,192,1,40,2,0,2,11,2083
9,20,11,9,6,27719,314745,40239,254,1,57,6,0,3,11,3369
9,10,7,10,2,10841,45736,15179,29,2,61,2,1,1,9,1829
9,10,6,6,2,10125,65448,20216,55,0,75,0,0,0,3,1824
9,0,4,17,0,8701,13111,11056,20,2,50,2,0,0,2,1613
9,0,4,12,0,11338,22400,14474,27,7,75,2,1,1,10,1738
9,2,6,3,1,7460,15170,12976,22,0,45,1,0,0,3,1410
9,1,6,26,0,13139,24200,18511,12,5,62,4,1,2,11,1837
9,3,3,20,1,11945,21823,9909,25,6,69,1,1,1,10,1603
9,9,13,15,3,21590,194011,49883,188,2,36,3,1,2,11,2732
9,10,8,12,2,21833,220346,38536,226,5,27,0,0,1,9,2219
9,4,5,10,1,13796,105908,20694,149,1,16,3,1,1,6,1849
9,20,5,7,3,20557,233426,39094,233,4,22,4,1,0,7,2204
9,2,9,4,0,13527,149575,43513,201,5,19,1,0,1,8,1956
9,2,11,12,0,17857,137715,36267,184,1,16,2,0,0,8,2218
9,2,9,2,0,12649,131045,22928,187,1,22,1,0,0,4,1746
9,10,8,5,4,14292,129845,29282,166,0,17,2,0,0,1,1805
9,4,9,17,0,17211,130921,47425,149,1,21,3,0,0,10,2245
9,1,9,16,0,9436,29277,20897,30,3,50,2,1,0,10,1590
9,11,4,16,1,20525,262552,25433,238,6,34,3,1,0,10,1980
9,3,4,2,1,17245,223531,19369,249,6,19,4,1,1,10,1864
9,1,4,0,0,6717,36259,7078,98,0,8,0,0,0,1,975
9,7,7,11,2,16267,191860,23192,202,4,26,4,0,1,7,1826
9,2,6,2,1,11799,135556,17610,184,1,20,0,0,0,3,1571
9,1,11,6,0,12731,109360,23957,159,0,20,0,0,0,0,1607
9,9,3,5,2,13478,155912,17933,181,4,18,1,1,0,7,1528
9,20,9,11,4,30837,398255,39985,301,5,39,2,0,1,10,2790
9,8,5,2,4,18920,201076,25229,228,6,32,1,1,1,11,1841
9,5,12,8,0,17346,204496,42308,229,1,30,2,0,0,6,2231
9,6,3,17,2,19920,317873,33277,29,4,47,4,1,1,8,2135
9,7,10,23,1,20844,285270,47906,15,3,21,2,1,0,10,2220
9,1,5,4,0,10583,183219,26349,21,2,29,1,1,0,4,1627
9,7,5,11,2,16458,262373,33407,30,2,13,2,0,1,9,1861
9,4,4,8,1,12614,229244,27688,28,1,33,3,1,1,7,1614
9,8,10,11,3,28584,400844,66355,107,3,53,4,1,1,7,3158
9,9,13,17,2,15293,224738,47760,19,3,25,4,1,0,11,2049
9,7,7,18,1,18941,303735,39213,33,3,21,2,1,2,10,2156
9,6,10,7,2,15019,282438,36252,25,0,23,0,1,0,4,2016
9,14,7,10,6,19261,319650,38360,20,3,24,3,1,2,11,2111
9,5,3,5,2,15804,295522,30563,44,3,15,3,1,1,11,1693
9,11,1,2,2,10424,113516,9496,159,4,10,2,1,0,11,1084
9,3,13,10,0,18956,327639,44770,76,0,25,3,0,0,10,2159
9,10,9,14,2,20520,196742,33500,227,3,9,3,1,1,9,2161
9,10,4,2,1,15429,132449,20824,201,3,20,3,1,0,11,1682
9,12,10,5,4,19112,158250,38593,201,1,18,1,0,1,4,2098
9,9,10,7,1,21982,234447,62204,256,3,34,4,1,1,9,2412
9,4,14,4,1,14879,164525,50172,208,2,14,0,0,0,2,1888
9,9,15,14,2,15119,283984,54284,29,1,19,1,1,0,2,2108
9,8,9,14,2,19087,369941,51028,36,3,44,4,1,2,10,2247
9,12,4,14,4,17082,299922,32577,35,2,35,4,1,1,11,1686
9,5,4,9,1,16226,300655,35818,10,0,24,5,0,1,11,1933
9,12,8,19,3,20635,347701,39855,76,4,40,2,0,1,10,2041
9,11,7,11,4,19011,342031,38126,33,4,24,1,1,2,11,1839
9,8,8,3,3,14914,185086,41372,244,2,13,0,1,0,4,1812
9,17,8,9,3,17382,157418,21207,197,2,12,3,1,1,9,1902
9,13,3,11,3,22541,272497,23231,290,3,20,2,0,2,10,2123
9,4,7,7,1,16189,145297,23337,216,1,33,2,1,0,4,1906
9,8,0,9,1,17106,186695,11241,273,4,28,4,0,1,10,1719
9,10,2,8,2,14341,136169,18023,201,1,10,1,1,0,3,1597
9,7,8,6,2,19702,209643,22384,277,3,24,2,0,2,9,2083
9,18,6,15,3,23777,299887,22252,266,5,33,4,1,4,9,2766
9,15,2,8,2,18023,167940,11829,252,5,18,4,1,1,10,1812
9,8,5,5,3,15073,137769,20726,233,0,23,1,2,0,3,1833
9,25,5,21,2,31800,368736,40009,342,2,24,3,0,1,7,2680
9,6,13,11,1,26555,400346,62945,295,5,43,5,0,0,11,3097
9,5,11,7,1,12868,183324,41529,49,0,15,0,0,1,4,1806
9,3,6,8,1,10548,171738,25974,4,1,24,3,1,0,5,1628
9,4,12,6,1,13136,248132,39577,54,1,33,1,0,0,5,1977
9,1,5,0,0,5297,43770,9969,102,0,14,0,0,0,0,956
9,16,14,7,4,14589,249860,39819,257,3,39,1,0,0,5,2130
9,6,9,11,1,21278,335466,56132,80,0,45,2,0,1,7,2356
9,2,14,3,0,9770,155012,28430,23,0,15,1,0,0,1,1437
9,8,9,11,3,16864,272664,56884,74,1,22,3,1,0,6,2032
9,7,10,14,2,18928,242903,62570,53,2,24,3,1,1,8,2064
9,9,7,11,1,15062,140249,23745,164,2,20,1,1,1,11,1811
9,6,11,8,1,19522,402996,53654,58,0,23,1,0,0,4,2557
9,7,13,13,1,15963,295540,34722,29,0,25,2,0,0,1,1980
9,9,7,12,1,16407,284881,40034,24,2,31,2,1,0,11,1836
9,4,5,9,1,15647,289662,29526,28,1,29,0,0,1,5,1940
9,26,2,8,3,19880,282820,14485,233,5,16,4,1,2,9,1983
9,8,5,11,2,11392,126256,13963,179,0,19,1,1,0,3,1796
9,14,5,4,4,12899,145914,14780,189,4,16,2,0,1,11,1764
9,1,5,2,0,11261,124531,16837,197,0,13,2,1,0,3,1742
9,7,8,15,2,22651,302917,38767,316,1,48,0,0,2,4,2319
9,0,0,0,0,0,82,0,0,0,1,0,0,0,0,103
9,2,11,13,0,15538,163108,24161,217,0,33,3,2,0,6,2285
9,5,9,9,1,11473,119279,24405,179,0,17,3,0,0,1,1678
9,4,0,7,1,10445,108507,6631,182,1,15,2,2,1,5,1394
9,5,2,4,2,10051,116406,5949,176,7,17,1,2,1,11,1536
9,7,10,13,2,15638,272706,39699,49,1,29,2,0,0,6,2215
9,9,6,11,3,23591,403448,48373,45,1,64,3,0,1,7,2765
9,0,7,4,0,11686,217121,31453,19,2,29,2,1,1,11,1720
9,9,7,14,3,21236,362010,44866,88,2,25,4,1,1,7,2437
9,7,3,6,1,8143,122037,17342,12,1,11,2,1,0,2,1097
9,15,5,10,5,15005,255764,29886,32,0,22,3,0,1,9,1778
9,18,8,17,5,27159,404230,54409,78,1,49,4,0,2,9,2472
9,3,5,4,1,9772,164782,26886,35,0,16,2,0,0,0,1452
9,3,2,2,0,7099,123010,16895,7,0,19,2,0,0,2,1072
9,11,5,8,2,22834,263685,33605,269,3,31,3,1,2,9,2347
9,5,4,13,1,15303,135472,20919,178,5,21,1,0,1,9,1588
9,8,1,10,2,16063,140408,18131,181,3,20,3,1,1,9,1482
9,5,9,5,1,16276,138491,31459,205,2,21,2,0,1,4,1976
9,6,5,6,1,13156,116085,16294,165,1,15,2,1,1,10,1418
9,0,0,0,0,185,471,42,2,0,0,0,0,0,0,118
9,8,12,3,1,15691,177928,27443,182,0,15,1,0,0,1,1986
9,8,8,14,3,14985,117513,24873,145,4,23,3,1,1,11,1895
9,1,7,3,0,8596,74783,14197,131,0,14,1,0,0,1,1390
9,8,4,4,1,14292,258811,31331,34,5,32,3,1,1,10,1473
9,10,5,10,3,16991,276323,47205,48,3,32,1,1,1,10,1557
9,3,11,16,0,10825,178813,39734,13,0,19,2,1,0,3,1716
9,5,5,10,1,13839,213755,34496,22,3,22,1,0,1,9,1491
9,11,4,12,3,16382,301347,38419,33,1,36,4,0,0,6,1724
9,5,6,6,1,12482,229599,29514,34,1,26,3,0,0,10,1426
9,11,10,12,3,16400,300985,46083,48,1,24,1,0,0,5,2036
9,8,12,10,1,20721,342664,59767,65,1,29,2,1,2,7,2162
9,6,1,14,1,11006,44906,12466,35,3,41,2,1,1,8,1476
9,1,3,4,0,7868,22878,11746,39,0,20,1,0,0,0,1552
9,12,6,11,3,11055,46563,22787,30,0,41,0,1,0,3,1760
9,5,0,5,1,13257,98282,13446,168,2,15,2,0,0,9,1503
9,5,8,4,1,14334,117957,24045,197,3,22,3,1,0,4,1897
9,0,0,0,0,369,1871,574,5,0,0,0,0,0,0,154
9,2,6,8,0,9501,24762,13001,20,0,29,0,0,0,0,1434
9,1,7,11,0,10458,28188,20071,29,1,42,0,0,0,4,1911
9,2,2,6,0,8458,20375,8964,29,1,31,3,1,0,4,1423
9,5,6,3,1,12796,251604,35490,26,0,19,1,1,0,2,1782
9,3,7,5,1,16296,168866,19304,236,1,22,0,1,0,3,2080
9,18,0,4,1,18944,236020,14352,254,8,17,2,0,1,11,1724
9,7,0,7,1,18468,370973,32321,34,2,26,4,0,1,10,1836
9,10,3,3,2,13455,104904,12325,186,0,22,0,0,0,2,1540
9,13,2,5,3,20947,300440,20781,295,2,24,4,1,0,10,2262
9,19,4,12,3,27368,550053,57506,89,3,54,4,1,0,8,2563
9,14,7,5,3,18236,248943,29850,264,2,25,4,1,0,5,2349
9,13,4,15,3,21712,253407,19238,281,5,20,4,0,2,10,2129
9,7,5,16,2,24819,371678,29262,330,4,32,3,0,2,11,2720
9,3,0,5,1,12654,122679,8643,189,5,23,3,1,1,11,1564
9,14,1,6,1,14192,176755,13661,189,5,23,4,1,1,9,1679
9,7,6,3,3,10061,111113,17778,170,1,12,1,0,0,4,1565
9,0,3,4,0,8637,110736,9853,166,1,10,0,0,0,1,1318
9,12,11,11,3,14620,175606,23426,162,4,25,3,1,2,11,1870
9,18,9,2,4,16365,159613,37532,188,3,23,3,1,1,9,1534
9,3,8,8,1,13979,127021,23817,172,0,16,1,0,0,3,1759
9,15,10,3,3,18545,208344,44359,210,1,18,3,0,0,2,2077
9,4,10,2,1,8751,65097,21410,111,0,13,0,0,0,1,1362
9,15,15,18,3,23613,224058,41995,218,2,34,4,0,2,9,2493
9,1,9,2,0,11550,106879,27685,170,0,20,0,0,0,3,1574
9,6,4,7,3,12702,98398,15069,139,4,8,2,1,1,8,1421
9,6,1,3,2,10523,92741,7608,154,1,8,1,1,0,4,1055
9,10,4,1,2,18470,200718,24043,239,3,15,3,0,1,9,2000
9,5,3,7,1,9140,86135,7445,137,4,7,2,1,0,8,1140
9,10,6,5,2,15886,136318,23388,177,2,10,4,1,0,9,1856
9,13,8,5,4,16995,170386,27412,197,5,15,2,1,1,10,1962
9,4,9,5,0,14729,117283,27134,179,2,9,3,1,1,10,1969
9,0,14,5,0,11965,128503,45915,188,2,10,1,0,0,5,1774
9,4,10,3,1,16299,170133,28772,239,0,18,3,0,0,2,1864
9,15,8,11,5,25422,317500,36363,327,5,16,4,0,2,9,2309
9,11,11,9,2,16647,129280,42241,200,0,10,2,0,0,6,1960
9,4,10,0,0,12664,110598,24292,165,1,11,0,1,0,3,1735
9,6,5,1,1,14672,209434,29643,212,4,7,3,0,0,10,1465
9,6,7,2,2,16185,183633,38100,207,5,11,3,0,1,10,1682
9,8,7,2,2,18719,255103,36113,255,6,15,4,0,1,10,1714
9,7,6,7,2,18624,243953,31510,261,7,13,4,0,1,9,1677
9,1,6,0,0,10233,88176,12970,165,0,8,2,0,0,1,1367
9,0,4,0,0,8505,80502,13357,127,0,1,1,0,0,0,1047
9,3,9,3,0,10941,96618,17547,135,1,16,0,0,0,1,1460
9,3,10,8,0,15589,200326,27263,193,1,20,1,0,0,4,1868
9,2,7,2,0,10847,81979,18216,149,0,12,0,0,0,0,1424
9,1,7,2,0,7274,59225,13116,112,0,8,0,0,0,0,1083
9,8,5,6,1,14624,100382,23855,132,4,12,3,0,1,10,1716
9,9,8,7,3,14355,118829,25692,184,1,8,1,1,0,9,1596
9,2,6,2,0,11005,90390,23347,157,0,10,0,0,0,3,1482
9,2,9,25,0,12245,49419,24349,40,2,70,4,1,1,11,1929
9,2,5,23,1,11037,24270,14312,24,5,46,2,0,1,7,1359
9,3,2,14,1,8327,16173,12615,18,1,49,2,1,0,5,1340
9,4,4,11,0,11044,62884,18741,34,3,72,4,1,0,9,1887
9,0,9,4,0,8441,24707,18978,40,0,49,0,0,0,1,1571
9,1,6,3,0,8878,153271,22191,29,0,17,0,0,0,0,1299
9,9,6,4,2,17214,303200,46053,16,4,27,3,1,1,10,1897
9,8,4,13,2,19925,332787,34808,47,6,28,4,1,2,9,1877
9,15,2,7,3,14618,249691,28746,23,1,28,1,1,1,5,1545
9,11,6,7,1,21488,380030,38559,58,2,32,1,0,2,5,2346
9,0,0,0,0,0,1296,274,0,0,0,0,0,0,0,103
9,5,1,3,1,8084,149526,12333,3,0,18,0,0,0,3,956
9,4,7,4,0,13393,228251,28316,11,3,15,0,0,0,9,1744
9,4,1,0,1,4738,93886,9019,0,0,9,1,0,0,2,888
9,4,10,8,1,17147,172401,45419,174,3,16,3,1,0,6,2015
9,8,2,6,1,17566,303339,34310,56,2,37,3,0,1,9,1970
9,8,8,12,2,15100,213194,29174,39,3,32,2,0,1,11,1810
9,4,5,7,1,12366,216561,26345,21,1,25,3,1,0,11,1591
9,0,0,0,0,836,11788,1982,0,0,0,0,0,0,0,178
9,9,5,12,2,18249,263622,38507,40,5,36,3,1,1,11,1821
9,1,7,12,0,10398,19478,22929,35,0,53,1,1,0,2,1769
9,6,2,20,1,11373,30873,17515,36,1,63,4,0,1,10,1615
9,3,5,12,0,9655,32913,15268,37,3,70,3,1,0,11,1821
9,1,3,16,0,8185,15714,6881,20,3,45,3,0,0,9,1494
9,1,7,11,0,8796,17575,20977,18,1,42,2,0,0,4,1699
9,1,4,23,0,11585,26673,13334,30,3,85,4,1,1,10,1827
9,1,9,8,0,6071,14057,15998,20,1,31,1,0,0,2,1380
9,2,8,10,0,9115,20443,20855,20,0,62,1,0,0,3,1633
9,2,3,16,1,5709,18721,9866,16,1,31,1,1,0,5,1182
9,3,7,20,0,11705,31105,25627,29,1,79,1,1,2,5,1879
9,3,13,9,1,12220,196696,45587,11,0,19,1,0,1,2,1888
9,15,8,6,3,17688,265704,46710,36,1,32,4,1,1,9,2147
9,4,3,2,1,9599,65126,8662,130,1,5,1,1,0,1,1047
9,14,3,3,3,14229,128984,21702,127,1,23,3,0,1,10,1662
9,10,4,7,2,14006,134172,24031,166,6,11,3,1,1,10,1606
9,4,9,10,1,17596,164583,37416,185,1,18,3,0,0,6,2184
9,4,9,4,1,13502,139113,28695,175,0,9,1,0,0,2,1814
9,14,6,3,3,18500,166367,32127,195,3,16,1,0,1,10,2002
9,14,9,12,5,17284,151291,29916,169,3,13,4,0,1,8,1963
9,7,11,7,2,10807,126268,22235,141,1,10,1,0,0,2,1656
9,21,4,11,4,20208,389283,41865,38,0,31,3,0,1,6,1808
9,4,3,5,1,7933,154378,16025,8,0,21,2,1,0,2,1101
9,15,13,5,4,21468,345365,51392,65,0,37,1,0,2,3,2138
9,11,9,9,4,14123,271371,31472,21,2,21,2,1,1,8,1685
9,12,11,9,3,15329,289989,40413,27,1,30,2,1,0,3,2112
9,3,3,2,1,5441,106359,16887,9,0,9,1,1,0,0,906
9,24,7,4,4,21047,448779,52374,47,3,35,2,1,1,9,2032
9,17,1,7,2,15663,282542,29281,42,7,21,3,2,1,10,1444
9,9,4,3,3,13350,149471,24037,178,2,22,1,1,0,3,1502
9,16,9,5,4,22897,378580,33410,250,5,36,3,2,0,6,2044
9,4,4,10,1,14548,106356,27053,166,1,12,1,0,0,2,1645
